epoch,accuracy,auc,loss,precision,recall,top_3_acc,val_accuracy,val_auc,val_loss,val_precision,val_recall,val_top_3_acc,learning_rate
1,0.34664008021354675,0.7569369077682495,2.2962868213653564,0.35694971680641174,0.01114761270582676,0.7758991718292236,0.5020606517791748,0.8527095317840576,1.4413104057312012,0.6389457583427429,0.337409645318985,0.8222417235374451,9.999999747378752e-05
2,0.35822686553001404,0.7733603119850159,1.7203943729400635,0.5455202460289001,0.0063760969787836075,0.7867765426635742,0.4501047134399414,0.8500058054924011,1.4999552965164185,0.5106873512268066,0.3293020725250244,0.8377812504768372,9.999999747378752e-05
3,0.35995811223983765,0.7777154445648193,1.6771034002304077,0.5591117143630981,0.00722905807197094,0.7875112891197205,0.5307749509811401,0.8639695644378662,1.399583339691162,0.6237723231315613,0.4205121397972107,0.8239983916282654,9.999999747378752e-05
4,0.36015236377716064,0.7797733545303345,1.665706992149353,0.5934379696846008,0.007026374340057373,0.7874774932861328,0.542057991027832,0.8740692734718323,1.3253730535507202,0.6653594970703125,0.41267481446266174,0.83318692445755,9.999999747378752e-05
5,0.3603888154029846,0.7815459370613098,1.6602150201797485,0.5935065150260925,0.007718877401202917,0.7877055406570435,0.557867705821991,0.8822457194328308,1.2738951444625854,0.6663048267364502,0.4147017002105713,0.8550097942352295,9.999999747378752e-05
6,0.36144447326660156,0.7827754020690918,1.6562254428863525,0.6061919331550598,0.008267813362181187,0.787773072719574,0.573204517364502,0.8854545950889587,1.2525767087936401,0.7127496004104614,0.37619081139564514,0.8559556603431702,9.999999747378752e-05
7,0.36174848675727844,0.7830095887184143,1.6536966562271118,0.5983654260635376,0.008656290359795094,0.7879504561424255,0.5702993273735046,0.8846614360809326,1.2554389238357544,0.6847182512283325,0.4219985008239746,0.8515641093254089,9.999999747378752e-05
8,0.3616640269756317,0.7834601402282715,1.651442050933838,0.608471691608429,0.00897720642387867,0.7878491282463074,0.5722586512565613,0.8820080161094666,1.2883083820343018,0.6718955636024475,0.4485507607460022,0.8396729826927185,9.999999747378752e-05
9,0.3625507652759552,0.7834931015968323,1.650187373161316,0.6120401620864868,0.009272786788642406,0.7877984046936035,0.5908384323120117,0.8916178941726685,1.2166773080825806,0.731920063495636,0.4082156717777252,0.8583203554153442,9.999999747378752e-05
10,0.36175692081451416,0.7840433120727539,1.648236870765686,0.6169471740722656,0.00897720642387867,0.7883895635604858,0.516248881816864,0.8756941556930542,1.3212080001831055,0.5980045795440674,0.38875752687454224,0.8561583757400513,9.999999747378752e-05
11,0.3615964651107788,0.7839616537094116,1.647972822189331,0.6174418330192566,0.008968761190772057,0.7881700396537781,0.5323289036750793,0.8773191571235657,1.3139026165008545,0.6044233441352844,0.40436455607414246,0.8610904812812805,9.999999747378752e-05
12,0.36218762397766113,0.7842407822608948,1.6476954221725464,0.5888063907623291,0.008706961758434772,0.788406491279602,0.5635430216789246,0.882938802242279,1.266849160194397,0.6890338063240051,0.42112019658088684,0.8480508327484131,9.999999747378752e-05
13,0.36355575919151306,0.7851557731628418,1.6444551944732666,0.6475583910942078,0.01030309684574604,0.7883642315864563,0.5667184591293335,0.8867849707603455,1.2471915483474731,0.6766772866249084,0.4292953312397003,0.8548070788383484,4.999999873689376e-05
14,0.36380910873413086,0.7852820158004761,1.6444936990737915,0.6274510025978088,0.011080051772296429,0.788550078868866,0.5851631760597229,0.8928043842315674,1.210668683052063,0.7174909710884094,0.4018647372722626,0.863860547542572,4.999999873689376e-05
15,0.36506742238998413,0.78581303358078,1.6422297954559326,0.6349206566810608,0.01114761270582676,0.7890398502349854,0.5792176127433777,0.8930971026420593,1.2113618850708008,0.6846808791160583,0.4348354935646057,0.8688601851463318,4.999999873689376e-05
16,0.36488163471221924,0.7859067320823669,1.6420491933822632,0.648399829864502,0.012490393593907356,0.7890821099281311,0.6013782620429993,0.8970814943313599,1.1872482299804688,0.7371484041213989,0.410783052444458,0.8686575293540955,4.999999873689376e-05
17,0.3656248152256012,0.7861016392707825,1.641195297241211,0.6426788568496704,0.013047774322330952,0.7890145182609558,0.6029322147369385,0.8986881971359253,1.1741571426391602,0.7385982871055603,0.43220052123069763,0.8696709871292114,4.999999873689376e-05
18,0.36506742238998413,0.7856615781784058,1.6428537368774414,0.6305418610572815,0.012971768155694008,0.7887527346611023,0.6071211695671082,0.8981157541275024,1.1831387281417847,0.7532386779785156,0.40855348110198975,0.865549623966217,4.999999873689376e-05
