epoch,accuracy,auc,loss,precision,recall,top_3_acc,val_accuracy,val_auc,val_loss,val_precision,val_recall,val_top_3_acc,learning_rate
19,0.3655488193035126,0.7860704064369202,1.6417887210845947,0.6393114328384399,0.013486922718584538,0.7890821099281311,0.579285204410553,0.8930573463439941,1.2130966186523438,0.6805950403213501,0.4203770160675049,0.870414137840271,4.999999873689376e-05
20,0.36457762122154236,0.7856529951095581,1.642833948135376,0.6389372944831848,0.012389051727950573,0.7886852025985718,0.6009728908538818,0.8982280492782593,1.1812559366226196,0.734504759311676,0.4123370051383972,0.8681845664978027,4.999999873689376e-05
21,0.36617374420166016,0.7871786952018738,1.6387392282485962,0.6401148438453674,0.015066168271005154,0.7893185615539551,0.6046212911605835,0.8993068337440491,1.1730496883392334,0.7350746393203735,0.4259171783924103,0.8718329668045044,2.499999936844688e-05
22,0.36713650822639465,0.7873384356498718,1.6382466554641724,0.6254851222038269,0.016332941129803658,0.7893776893615723,0.6050942540168762,0.8988559246063232,1.1760637760162354,0.7356744408607483,0.4189581871032715,0.8689277768135071,2.499999936844688e-05
23,0.36752498149871826,0.7875574827194214,1.6375972032546997,0.6445763111114502,0.016510291025042534,0.7894452214241028,0.5918518900871277,0.8978921175003052,1.186506986618042,0.727372407913208,0.4034186899662018,0.8724410533905029,2.499999936844688e-05
24,0.3674996495246887,0.787705659866333,1.637954592704773,0.6310583353042603,0.016164038330316544,0.7892087697982788,0.605567216873169,0.8999634981155396,1.1697783470153809,0.736891508102417,0.424430787563324,0.8727788925170898,2.499999936844688e-05
25,0.36751651763916016,0.7879195213317871,1.6375027894973755,0.6272754669189453,0.017751729115843773,0.7894958853721619,0.5872576236724854,0.8942103385925293,1.2038618326187134,0.683256983757019,0.45355042815208435,0.8693331480026245,2.499999936844688e-05
26,0.3674996495246887,0.7880064845085144,1.6370984315872192,0.6357288360595703,0.018452677875757217,0.7894705533981323,0.574893593788147,0.8903607726097107,1.2348719835281372,0.6614816188812256,0.4596986770629883,0.8677791953086853,2.499999936844688e-05
27,0.36859750747680664,0.7883407473564148,1.6364041566848755,0.6179382801055908,0.017920631915330887,0.7896479368209839,0.6043510437011719,0.9000188112258911,1.1693130731582642,0.7331185936927795,0.4305790066719055,0.8717654347419739,2.499999936844688e-05
28,0.3678205609321594,0.7881737947463989,1.6365360021591187,0.6313446164131165,0.017962858080863953,0.7897999286651611,0.6059049963951111,0.9010503888130188,1.1626057624816895,0.7331892251968384,0.43537598848342896,0.8731842637062073,2.499999936844688e-05
29,0.3692900240421295,0.7889797687530518,1.6348217725753784,0.630290150642395,0.01999814249575138,0.7895719408988953,0.5680696964263916,0.8886221051216125,1.2412643432617188,0.6578783392906189,0.42821431159973145,0.8694007396697998,2.499999936844688e-05
30,0.36802324652671814,0.7886838912963867,1.6362464427947998,0.6233196258544922,0.019187405705451965,0.7895466089248657,0.6060401201248169,0.9018393158912659,1.1597517728805542,0.7382396459579468,0.4357813596725464,0.8721708059310913,2.499999936844688e-05
31,0.3694251477718353,0.7890551090240479,1.6341851949691772,0.6313908696174622,0.019398536533117294,0.7898252606391907,0.5625295639038086,0.8865668773651123,1.2591601610183716,0.6423343420028687,0.438754141330719,0.868725061416626,2.499999936844688e-05
32,0.3689015507698059,0.7891537547111511,1.6346147060394287,0.6147582530975342,0.020403509959578514,0.7895972728729248,0.5859739184379578,0.8943038582801819,1.2033147811889648,0.686282753944397,0.440443217754364,0.8686575293540955,2.499999936844688e-05
33,0.368952214717865,0.7890148162841797,1.6347886323928833,0.6263102889060974,0.02018393576145172,0.789310097694397,0.5895547866821289,0.8946284651756287,1.1999258995056152,0.6900898814201355,0.4511857330799103,0.8694007396697998,2.499999936844688e-05
34,0.3742135465145111,0.7915682792663574,1.6293209791183472,0.6181499361991882,0.023815354332327843,0.789698600769043,0.6020539402961731,0.8981239199638367,1.1790293455123901,0.7229412794113159,0.437740683555603,0.8681845664978027,1.249999968422344e-05
35,0.377591609954834,0.7934069037437439,1.6252015829086304,0.6308495402336121,0.026526251807808876,0.789892852306366,0.6077967882156372,0.900113046169281,1.1655055284500122,0.7144185304641724,0.46733328700065613,0.8696709871292114,1.249999968422344e-05
36,0.37859657406806946,0.7933022975921631,1.626194953918457,0.605737566947937,0.026391129940748215,0.7899519205093384,0.5933383107185364,0.8973771333694458,1.1855988502502441,0.7055400013923645,0.4259171783924103,0.8723734617233276,1.249999968422344e-05
37,0.3811132311820984,0.7949554324150085,1.6217334270477295,0.6249305605888367,0.0284939743578434,0.7902982234954834,0.6021214723587036,0.9003227949142456,1.1669892072677612,0.7162622213363647,0.44071346521377563,0.8724410533905029,6.24999984211172e-06
38,0.3820253312587738,0.7952420115470886,1.6200613975524902,0.616420567035675,0.032083168625831604,0.7901039719581604,0.6074589490890503,0.9009469151496887,1.1623469591140747,0.7129707932472229,0.4553070664405823,0.873792290687561,6.24999984211172e-06
39,0.3818986415863037,0.7956778407096863,1.6192951202392578,0.6146028637886047,0.033197928220033646,0.7899941802024841,0.6124586462974548,0.9023833274841309,1.1536333560943604,0.7274814248085022,0.44963178038597107,0.8732517957687378,6.24999984211172e-06
40,0.3825826942920685,0.7960484623908997,1.6188454627990723,0.5963355898857117,0.03463360667228699,0.7903150916099548,0.6065130829811096,0.9007470607757568,1.1633161306381226,0.7187671065330505,0.4442943036556244,0.8725761771202087,6.24999984211172e-06
41,0.38302186131477356,0.7973710298538208,1.6153686046600342,0.5956692695617676,0.03833258897066116,0.7907626628875732,0.6118505597114563,0.9023497700691223,1.155595064163208,0.7363439202308655,0.4362542927265167,0.874130129814148,6.24999984211172e-06
42,0.3833596408367157,0.7981505990028381,1.612555980682373,0.6017457246780396,0.03900820016860962,0.7907626628875732,0.6134045124053955,0.9020465612411499,1.1544302701950073,0.7272925972938538,0.4501047134399414,0.8730491399765015,6.24999984211172e-06
43,0.38729509711265564,0.8004068732261658,1.6071642637252808,0.5967106819152832,0.04350947216153145,0.7907035946846008,0.6142152547836304,0.9024022221565247,1.1531646251678467,0.7303457260131836,0.44814538955688477,0.8735220432281494,3.12499992105586e-06
44,0.39140790700912476,0.8021174073219299,1.6024909019470215,0.6003298163414001,0.049193065613508224,0.7909400463104248,0.6134045124053955,0.901806652545929,1.1557573080062866,0.723884642124176,0.4527396857738495,0.8719680905342102,3.12499992105586e-06
45,0.39031845331192017,0.8021976947784424,1.602756142616272,0.5984466671943665,0.0481543093919754,0.7906022071838379,0.6152962446212769,0.9031639099121094,1.147641658782959,0.7276431322097778,0.4584825336933136,0.8740625381469727,3.12499992105586e-06
46,0.3912896513938904,0.8028680086135864,1.6014609336853027,0.5960873365402222,0.05094965919852257,0.7909062504768372,0.6128640174865723,0.9027261734008789,1.1508249044418335,0.732528805732727,0.4511181712150574,0.8739950060844421,3.12499992105586e-06
47,0.39121365547180176,0.802493691444397,1.6024503707885742,0.591071605682373,0.04886370524764061,0.7907204627990723,0.6032700538635254,0.9000096321105957,1.1679754257202148,0.7142701745033264,0.44402405619621277,0.873116672039032,3.12499992105586e-06
48,0.39019179344177246,0.8026236295700073,1.6014139652252197,0.5932289361953735,0.049277517944574356,0.7915058732032776,0.6059049963951111,0.9009885191917419,1.1619080305099487,0.7188181281089783,0.44544288516044617,0.873792290687561,3.12499992105586e-06
49,0.39358675479888916,0.8038115501403809,1.5987802743911743,0.5973160862922668,0.0522502139210701,0.7910329103469849,0.6069859862327576,0.901318371295929,1.159697413444519,0.7207050323486328,0.4475373327732086,0.873116672039032,1.56249996052793e-06
50,0.39262399077415466,0.804189920425415,1.5978622436523438,0.5988571643829346,0.05310317501425743,0.791092038154602,0.6096885204315186,0.9018081426620483,1.1569825410842896,0.720194935798645,0.44936153292655945,0.8739274144172668,1.56249996052793e-06
51,0.39326581358909607,0.8039801120758057,1.5978147983551025,0.5984032154083252,0.05253734812140465,0.7910498380661011,0.611782968044281,0.9021647572517395,1.154648780822754,0.7267831563949585,0.4467941224575043,0.873116672039032,1.56249996052793e-06
52,0.39569804072380066,0.8048672080039978,1.596088171005249,0.6044992208480835,0.05469086393713951,0.7908809185028076,0.610093891620636,0.9014657139778137,1.1588702201843262,0.7234323620796204,0.4442943036556244,0.8727113008499146,9.999999974752427e-07
53,0.394515722990036,0.8056091070175171,1.5936660766601562,0.6063365340232849,0.05511312186717987,0.7913369536399841,0.6123910546302795,0.9021665453910828,1.1541081666946411,0.7267359495162964,0.4490237236022949,0.872643768787384,9.999999974752427e-07
54,0.392902672290802,0.8054522275924683,1.593470573425293,0.6080582737922668,0.05569583922624588,0.7918436527252197,0.6105668544769287,0.9022125601768494,1.154511570930481,0.7249727249145508,0.44915884733200073,0.873792290687561,9.999999974752427e-07
55,0.39525043964385986,0.8052778244018555,1.5944101810455322,0.604100227355957,0.05599141865968704,0.7911089062690735,0.6123910546302795,0.9026310443878174,1.15234375,0.7306970357894897,0.44692927598953247,0.8738598823547363,9.999999974752427e-07
56,0.39531800150871277,0.8053887486457825,1.59443199634552,0.6013375520706177,0.054673973470926285,0.7912186980247498,0.6118505597114563,0.9026580452919006,1.1529383659362793,0.7306154370307922,0.4443618655204773,0.8744003772735596,9.999999974752427e-07
57,0.3941187858581543,0.8052682876586914,1.594517469406128,0.6060238480567932,0.054885104298591614,0.791429877281189,0.6104317307472229,0.9021070003509521,1.1548596620559692,0.7256357073783875,0.44922640919685364,0.8730491399765015,9.999999974752427e-07
58,0.3950899839401245,0.8051453828811646,1.5950130224227905,0.6109046936035156,0.05554382503032684,0.7911680340766907,0.6085399389266968,0.9019220471382141,1.1564875841140747,0.7226890921592712,0.4474022090435028,0.873116672039032,9.999999974752427e-07
59,0.3950139880180359,0.8053639531135559,1.5942716598510742,0.6035266518592834,0.056075870990753174,0.7917929887771606,0.6123234629631042,0.9025899767875671,1.1520557403564453,0.7280893921852112,0.4490237236022949,0.873792290687561,9.999999974752427e-07
60,0.3956473767757416,0.8053683042526245,1.5947743654251099,0.6032126545906067,0.057401761412620544,0.7913369536399841,0.6090129017829895,0.9019774794578552,1.156248688697815,0.7226651906967163,0.4469968378543854,0.8738598823547363,9.999999974752427e-07
61,0.3960611820220947,0.8056525588035583,1.593576192855835,0.6032399535179138,0.05566205829381943,0.7918521165847778,0.6063779592514038,0.9011204242706299,1.1615530252456665,0.7168622612953186,0.4457806944847107,0.8729140162467957,9.999999974752427e-07
62,0.39580783247947693,0.8057142496109009,1.5930774211883545,0.6082900762557983,0.05837295576930046,0.7912018299102783,0.6074589490890503,0.9012214541435242,1.1605621576309204,0.7182115316390991,0.44496992230415344,0.873792290687561,9.999999974752427e-07
63,0.3963736593723297,0.8056178689002991,1.5930968523025513,0.6091722846031189,0.05631233751773834,0.7914552092552185,0.6090129017829895,0.9016708731651306,1.1579067707061768,0.7217476963996887,0.44530776143074036,0.8733193874359131,9.999999974752427e-07
64,0.3946170508861542,0.8057245016098022,1.5933767557144165,0.6078304052352905,0.05545937269926071,0.7916325330734253,0.608945369720459,0.9019133448600769,1.1564470529556274,0.7215341329574585,0.4486859142780304,0.873792290687561,9.999999974752427e-07
65,0.3939921259880066,0.8053703308105469,1.5939404964447021,0.612976610660553,0.05688660591840744,0.7917254567146301,0.6092156171798706,0.9019831418991089,1.1555572748184204,0.7214092016220093,0.44963178038597107,0.8737247586250305,9.999999974752427e-07
